country,room_type,traveler_type,nr_nights,year,month,score,title_review_en,pos_review_en,neg_review_en
portugal,comfort twin room,couple,2,2023,2,8.0,excellent location,spacious room and comfortable bed; excellent location,"breakfast only reasonable, unpaired common space"
spain,plus comfort suite,group,3,2023,3,10.0,exceptional,"situation, breakfast, staff attention. location",nothing
italy,comfort single room,solo traveller,2,2023,3,9.0,superb,"gentile staff, clean and spacious room.",the bar service on the seventeenth floor could be improved.
brazil,comfort double room,family,2,2023,2,9.0,i loved!,"location, comfort cleaning.",no review
germany,comfort double room,group,1,2023,3,9.0,toll !!!,hotel room and lobby,"breakfast room is a bit tight, but the selection and preparation of the food is very nice and great !!"
brazil,comfort double room,solo traveller,1,2023,3,10.0,average experience,restaurant,"service was good, but nothing that surprised me"
spain,comfort twin room,group,2,2023,3,10.0,exceptional,"an excellent hotel. everything thought for a good rest: very comfortable beds and pleasant temperature. the location is perfect and breakfast, great and very varied. the staff is lovely. a 10.",no review
portugal,comfort double room,couple,1,2023,2,10.0,it was good at but,cama,no review
france,comfort king room,couple,7,2023,3,8.0,to be renewed.,"smiling, available and attentive staff. hearty and varied breakfast. carpet everywhere in the corridors and rooms, hence our choice.","air current on the outskirts of the windows, bad joint thus letting air pass and especially the noise of the street ...."
france,comfort double room,family,4,2023,3,10.0,everything was perfect!,"we came as a couple with our baby, a big thank you for the kindness of the team, the cleanliness of the room and the establishment, for the welcome, for the attention for our baby, this hotel was one of our most beautiful stays! in addition, the location is ideal, close to metros and places to visit",no review
poland,comfort double room,couple,3,2023,2,10.0,breakfast super good. mega staff were cleaned every day. every altai walk close from the hotel,the object is located close to the metro line that connects with the airport plus that it is close to everywhere,"view and the windows were insane. although the terrace was small, the panorama can be seen in the evening"
brazil,comfort family room,family,2,2023,3,8.0,very good,vista do rooftop,old building q was refurbished
portugal,comfort double room,family,2,2023,3,9.0,superb,i liked the location and sympathy of the employees. i particularly like views on the port seen from the highest rooms in the hotel,no review
belgium,comfort double room,couple,3,2023,3,9.0,superb,very varied and delicious breakfast. superb view at the restaurant on the top floor. very kind staff.,no review
poland,comfort double room,couple,3,2023,3,8.0,very good,"good hotel in a good location. to the 400m metro station. a bus stop at the hotel, close to foot everywhere.  clean, fast accommodation.   very good, abundant breakfast but monotonous. every day the same.   i recommend it for 2-3 nights.",paid coffee in the room.
netherlands,comfort double room,couple,2,2023,3,9.0,comfortable,nice modern room. beautiful view of the 17.etage. breakfast was good.,"location is a bit disappointing. on top of a hill, 10 to 15 minutes walk to the historic center."
portugal,comfort king room,couple,3,2023,3,8.0,very good,no review,parking
france,plus comfort suite,family,3,2023,2,8.0,very good,no review,the quality of the bedding of the sofa bed later.
slovakia,comfort double room,couple,3,2023,2,10.0,large hotel with good services,"rich breakfast, beautiful view from the 17th floor, not far from the famous market.",no review
portugal,comfort single room,solo traveller,1,2023,2,9.0,superb,"excellent location, excellent facilities.",breakfast not included
france,comfort double room,couple,5,2023,2,8.0,very good,"location in the city center, generous breakfast, pleasant rooftop, cleanliness",no review
spain,comfort double room,couple,2,2023,2,8.0,building value for good location.,"the hotel is well located, in 15 minutes you are at the main points to visit. the hotel has no parking, you have them public but the rates should be consulted (some are price in pre-pave). breakfast is fine. the hotel has the 17th-breaker plant with spectacular views, at night the glasses are well 9 euros.","maybe to leave the bags when you arrive by own car, parking is complicated right next to the hotel that does not have access to it."
spain,comfort family room,family,3,2023,2,10.0,wonderful weekend with family,excellent family room,greater variety in the bar
portugal,comfort king room,family,3,2023,2,9.0,superb,location and cleaning of the room,bar service
france,comfort double room,family,3,2023,2,8.0,perfect hotel that i recommend,the really perfect staff listening and very friendly,no review
luxembourg,comfort king room,couple,2,2023,2,10.0,excellent,one of the most beautiful hotels where i have ever been,no review
italy,comfort suite,family,2,2023,2,9.0,superb,the surprising panoramic terrace both during the day and at night.,no review
hungary,comfort single room,group,3,2023,2,10.0,exceptional,"everything was perfect! location, cleanliness, breakfast, skybar ... etc. they were fine. i can only recommend it for a few days of cityscape!",it wasn't like that.
spain,comfort double room,couple,4,2023,2,9.0,perfect stay,"perfect location, very close to all services. very complete breakfast and quite attentive staff. the terrace on the last floor a success. our room had a balcony with beautiful views of the city.",no review
france,comfort double room,couple,2,2023,2,9.0,very good stay,"the staff, very central. super hotel i recommend.",no review
spain,comfort double room,couple,3,2023,2,10.0,good hotel in porto,"large room, very comfortable big bed, pillows to choose from, proper bathroom, there is no lack of amenities, big closet and with light, breakfast at the height. personnel both reception, as in dining room, as well as cleaning. all very clean. good design.",nothing
portugal,comfort double room,family,1,2023,2,9.0,superb,all,not applicable
portugal,comfort single room,solo traveller,1,2023,2,9.0,superb,"location, view, cleaning and sympathy",no review
portugal,comfort family room,family,1,2023,2,8.0,optimal,"super comfortable bed, super clean space, all impeccable","breakfast confusion, there were no glasses for orange juice"
portugal,comfort double room,family,3,2023,2,9.0,superb,"the location of the hotel is practically close to everything, restaurants and tourist attractions. the bed was very comfortable and large. very friendly and attentive employees. in the 17th floor, it has a fabulous view.",you are welcome.
portugal,comfort double room,couple,1,2023,2,10.0,above expectations and coming back soon,location and good ratio quality price,no review
brazil,comfort twin room,family,5,2023,1,9.0,superb,no review,fourth floor in carpete
spain,comfort double room,couple,3,2023,2,10.0,relaxation and tranquility,the views from the cafeteria on the 17 excellent floor.,we had a wide room but in a first one without view.
portugal,comfort family room,family,1,2023,2,8.0,very good,very good location.,the room had no balcony.
spain,comfort suite,family,3,2023,2,9.0,okay to porto de tres nights,"the location, the amplitude of the room, private parking near, good breakfast, clean and pleasant.",the cafeteria had little variety to chop something and took a long time to serve.
italy,comfort family room,family,3,2023,2,9.0,superb,"central location, top cleaning",no review
brazil,comfort king room,couple,2,2023,2,10.0,exceptional,"all wonderful in this hotel! breakfast, bed, shower, service ...",i liked everything.
portugal,comfort family room plus,family,1,2023,2,8.0,very good,the location. although without parking park has a private one next door and parking on the public road. spectacular view of the 17 floor with bar and restaurant. good breakfast. friendly employees.,the bed and pillows were uncomfortable. a 4 -star hotel has to invest in comfort. our room had 2 divisions because we were 4. only one of the rooms had taken. opaque curtains also need to be reviewed.
portugal,comfort king room,couple,1,2023,2,10.0,excellent,vista,some noise in the corridors in the morning.
spain,comfort double room,couple,3,2023,2,10.0,the ideal place to travel porto walking from the hotel,proximity to everything and quality in reference to cost.,everything was great so there is nothing that i would not like
argentina,comfort suite,group,4,2023,1,8.0,"recommended, very good quality stay.",very good breakfast and very comfortable and clean the room,"once in the snack bar they brought us dishes at the wrong time, with a lot of delay and an order never arrived."
france,comfort double room,couple,2,2023,2,10.0,super hotel in a charming city.,"the terrace, the restaurant, the comfort of the room, the cleanliness, the good sound insulation, the quality of breakfast and dinner",nothing
portugal,comfort double room,group,2,2023,2,10.0,reference hotel in porto architecture.,a timeless hotel. fantastic and central location. view of the highest floors is very beautiful. elegant decoration and unhealthy team. our hotel in porto.,nothing to mark.
france,comfort king room,couple,3,2023,2,8.0,very good hotel,"everything was very good, room, welcome, restaurant and the bar",no review
france,comfort double room,couple,2,2023,2,10.0,exceptional,very pleasant hotel and restaurant.,"being temporarily with disabilities following an operation of the foot, i would have appreciated that i am offered when we arrived small solutions to facilitate my stay. like a stool so that i can take a shower."
portugal,plus comfort suite,family,1,2023,2,10.0,exceptional,all,no review
portugal,comfort king room,couple,1,2023,2,10.0,exceeded expectations,"i loved everything, the room was spacious like the bathroom, the bed was of impeccable comfort and was necessary for a good stay. breakfast was good and the choice was very varied. we had a beautiful view of the 15th floor and room with balcony something that is not expected.",no review
israel,comfort suite,family,3,2023,2,9.0,was wonderful,we liked the room and design the smell in a nice lobby and in a diverse breakfast,there was no sinking in the living room to the mobile phone
poland,plus comfort suite,family,3,2023,2,9.0,i highly recommend,+beautiful views from the room  +very nice rooms  +interesting room plan +a lot of space for storage and rest  +large nice and modern bathroom  +everything worked  +tasty breakfasts and delicious unlimited juice of fresh orange,-no contacts in one of the rooms  -sofa was very uncomfortable (flawless bed)
portugal,comfort double room,family,1,2023,2,9.0,superb,"excellent staff, clean room, large, comfortable.",room service needs to improve
france,comfort single room,solo traveller,4,2023,1,8.0,parfait,personal well at the top,the charcuterie during breakfast
czech republic,comfort single room,solo traveller,1,2023,2,9.0,great accommodation,good location. very nice room.,no review
germany,comfort twin room,family,3,2023,2,9.0,gladly again,"nice breakfast .... it was constantly filled up .... spacious room, everything very clean. friendly staff in all areas.",everything was good
france,comfort family room plus,family,2,2023,2,9.0,top,"view, location, staff, etc ...","lack of socket, 1 in 2 bedrooms equipped with sockets"
portugal,comfort family room,family,1,2023,2,10.0,it was fantastic,"we loved the location of the hotel. the breakfast was fantastic. the restaurant very beautiful and the wonderful food, such as the service.",no review
france,comfort twin room,couple,2,2023,2,9.0,very good hotel,excellent geographical location. impeccable staff and very great kindness and kindness,no review
portugal,comfort double room,couple,2,2023,2,8.0,very good,i just didn't like the parking lot,i just didn't like the parking lot
france,comfort double room,solo traveller,3,2023,2,9.0,i will come back !!,"the location, the staff the bar is the restaurant le breakieuis was also perfect","in terms of filling the minibar, it was not that"
brazil,comfort king double room with romantic package,couple,13,2023,1,9.0,superb,employee attention and excellent location.,no review
brazil,comfort family room,family,5,2023,1,10.0,spectacular,"of the kindness and education of employees. cleaning shows, excellent breakfast, spacious room, and very clean.",it's a personal question of not enjoying climbing hills and to arrive there are many hills.
portugal,comfort king room,couple,1,2023,1,10.0,great stay!,services and impeccable accommodation!,there were no objections about this! everything worked perfectly.
spain,comfort suite,family,2,2023,1,10.0,to repeat!,excellent hotel in porto. completely recommended. very attentive and detailed staff. very well located in the city. spectacular views from the 17th floor cafeteria and restaurant.,no review
portugal,comfort double room,couple,2,2023,1,9.0,superb,"hotel with an excellent view of the city, with a very good location, close to various sights, malls and restaurants and breakfast is very varied.","the breakfast room could be situated on one floor above, at least with one floor for it."
france,plus comfort suite,family,5,2023,1,8.0,"clean, well equipped, well placed.",very good situation. good equipment. cleanliness.,many people at breakfast.
france,plus comfort suite,family,3,2023,1,9.0,superb,"well placed, everything is doable on foot, very good staff, impeccable room for 3",no review
brazil,comfort twin room,family,3,2022,12,8.0,very good,"hotel with excellent location, delicious breakfast, helpful and attentive staff. on the top floor of the hotel has a great restaurant and bar.","the room fridge was damaged. in the room has a balcony with spectacular view, but the table and chairs were not clean. the hotel should pay more attention to the maintenance of equipment and cleaning of all environments."
germany,plus comfort suite,group,2,2022,11,9.0,i was really satisfied with everything.,"the view from the balcony, the employees were nice",no review
france,comfort double room,couple,2,2023,1,10.0,amazing,"i liked the kindness of the staff, as well as the help provided. in addition, the hotel is super well located, everything is around. i was out of the way i didn't expect. and concerning the room everything was perfect, very spacious. you can stay in this hotel with your eyes closed",everything was perfect nothing to say
spain,comfort single room,solo traveller,3,2022,12,10.0,fabulous,"location, spacious room, facilities. next parking. magnificent restaurant",no review
argentina,plus comfort suite,family,2,2023,1,9.0,very comfortable,cleaning and location,no review
portugal,comfort single room,solo traveller,1,2023,1,9.0,a pleasant surprise in an exceptional location,exceptional location and breakfast. i didn't have the opportunity to go to rooftop but for the next i have to go...,the rooms are very small but impeccably clean and with all the amenities
france,comfort suite,family,3,2023,1,8.0,very good,proximity to tourist sites and the old town,clean bread room  no extra bed top
france,comfort double room,couple,1,2023,1,10.0,exceptional,thank you to the very attentive staff! we were very satisfied with our stay,no review
spain,plus comfort suite,group,1,2023,1,10.0,"all great, highly recommended.","all perfect, incredible views from the room and everything is very beautiful. the check in was very fast and the staff is very nice. both the receptionists and the suitcase boy (ricardo i think is called). great breakfast too.","all good, to put a small paste the air did not come out very hot but well nothing happens."
switzerland,comfort king room,group,3,2023,1,9.0,superb,"comfortable bed, large bedroom, very good location",nothing
spain,comfort double room,family,1,2023,1,10.0,excellent hotel in the center of porto,"new facilities, elegant design. cleaning. very complete and very good buffet breakfast.",we have no complaints.
italy,double room - disability access,family,3,2023,1,8.0,very good,"service, location, cleanliness, excellent friendliness! rich and abundant breakfast! the bar on the 17th floor and the restaurant at 18th are also excellent super kind and helpful staff",no review
venezuela,comfort double room,group,3,2023,1,8.0,very good,no review,"the extras who charged for asking fried eggs or omelette,"
spain,comfort king room,family,2,2023,1,8.0,stay in dom henrique,the bed very comfortable and the cozy room,"the bathroom is super narrow. when opening the door, it almost hits the sink and space to enter is tiny and narrow"
spain,comfort single room,solo traveller,4,2023,1,9.0,very nice days,"i detail kings day, leaving a cake on the table :)",nothing to point out.
switzerland,comfort double room,couple,2,2023,1,10.0,2 days in porto in comfortable and relaxing hotel,abundant and varied breakfast! spacious room  friendly staff comfortable and big bed,a little small bathroom
brazil,comfort twin room,family,2,2023,1,10.0,exceptional! i will be back with ctz,"large room, clean and with excellent quality amenities. excellent location, rooftop with a beautiful view with a fantastic sunset !!!",in the late afternoon the street is a bit noisy
spain,comfort suite,group,3,2023,1,8.0,lovely hotel but with bad air conditioning.,"we loved the hotel. the room for three people was very comfortable with their separate stays for more intimacy and comfort.  the 17th floor with its views, its cafeteria and restaurant are mandatory. fascinating!","the two biggest housing glue were the cold in the room. the air conditioning did not rise the temperature in any way, to such an extent that we had to ask for sleeping blankets. the other paste was a noise, we do not know what, of engines or something like that, which were very annoying to reconcile the dream. maybe in other rooms you don't hear. we will keep that doubt."
spain,comfort double room,couple,3,2023,1,10.0,excellent,"the location, silent, wide and clean",nothing
portugal,comfort twin room,family,1,2022,12,9.0,superb,"great, substantial breakfast, with a variety of choice. i like the tranquility of the hotel, its location and the reception staff.","i always have a lot of difficulty in the pillows that by excessively soft principle, there is no choice for another one of my liking. but of the most diverse hotels used by me from north to south the problem remains, so i have given up complaining"
spain,comfort double room,couple,1,2023,1,9.0,superb,the bathroom,no parking space available
france,comfort double room,couple,6,2023,1,9.0,superb,"the breakfast, the service and the restaurant",a bit expensive
spain,comfort double room,family,3,2022,12,8.0,correct,"good location, very friendly staff and good breakfast.","the bed is small to be double, a roof piece fell in the middle of the night with tremendous noise and the consequent scare. poor bath lighting."
spain,comfort king room,couple,3,2022,12,9.0,magnificent hotel to visit porto,we arrived from the airport by subway. the rooms were very good and the breakfast very complete. central place with a subway and bus near,"not being able to smoke throughout the hotel, the room had no terrace and there was no bar with an open terrace or anything to smoke, so you had to go down to the street."
brazil,comfort suite,family,4,2023,1,8.0,very good,room size,lack of brightness in the room
spain,comfort double room,family,2,2022,12,9.0,superb,well located. excellent staff. also excellent restaurant on the 17th floor,no review
malta,comfort double room,solo traveller,5,2022,12,9.0,"nice, clean and beautiful",the kindness of hotel staff and comfort,i have no comment
brazil,comfort single room,family,3,2022,12,10.0,calm and quiet stay,it was all right.,there was nothing we didn't like
brazil,plus comfort suite,family,3,2022,12,10.0,quiet stay to relax.,it was all right ... we liked the tranquility and the restaurant that was great.,i just didn't like being staying and not having time for dinner...
spain,comfort family room plus,family,2,2022,12,8.0,very good,the location,"they did not aspire the floor, there was a little sand and the two days we were."
portugal,comfort double room,couple,1,2022,12,9.0,very good,"very good room, large bed with mattress and very comfortable pillows.  friendly employees.  quality breakfast but little variety and lack of replacement in some things. near the city center and near a large parking lot, although it is paid.",no review
france,comfort king room,couple,3,2022,12,9.0,superb,very warm and helpful staff. very clean and well placed establishment in the city.,no review
spain,comfort double room,family,4,2022,12,8.0,very good,"service, very pleasant staff.",no review
germany,comfort king room,couple,2,2022,12,8.0,nice hotel with a perfect location,"the hotel looks very pretty from the inside, but older in terms of style. everything is well maintained and clean. the breakfast was varied, freshly squeezed orange juice, sweet buns, normal rolls, scrambled eggs and bacon, sausages. sausage and cheese was qualitatively on lidl or aldi level. the people there are super nice and helpful. for my friend you have brought a sparkling wine with cookies to room because he had a birthday. the location is great. from there you can get to foot everywhere and if you are lazy you can take the u bahn. you absolutely have to go to the 17 floor and if it is only to look. you can see the whole city  the cocktails are incredibly tasty!",the quality of the sausage and cheese. the rest of breakfast was fantastic
brazil,comfort family room,family,3,2022,12,10.0,exceptional,"cleaning, comfort, location",no review
portugal,comfort twin room,group,1,2022,12,10.0,,no review,no review
spain,comfort double room,group,3,2022,12,9.0,superb,the treatment provided,no review
spain,comfort king room,couple,2,2022,12,10.0,spectacular,all,nothing
france,comfort double room,family,2,2022,12,9.0,superb,location. terrace super viewed. high quality hotel. friendly staff,no review
spain,comfort king room,couple,5,2022,12,8.0,very good,"the location, the views from the terrace and restaurant",the door of the room's terrace did not close well and entered cold air and noise
spain,comfort twin room,group,3,2022,12,10.0,spectacular,location. breakfast. staff,no review
spain,comfort single room,group,3,2022,12,10.0,fabulosa,excellent location. spectacular restaurant. very friendly staff. fabulous breakfast,that there was a bathtub. i always prefer shower.
spain,comfort twin room,couple,3,2022,12,8.0,"very well located, right in front of a parking lot","situation, cleaning, rooms",breakfast
switzerland,comfort suite,group,2,2022,12,10.0,exceptional,super staff. speaks very well french. service at the really extra restaurant. a buffet breakfast with a lot of choices. spacious and well located room.,a little cool in the rooms but it was.
spain,comfort double room,family,4,2022,12,9.0,superb,"the location, about 400 meters from the center, dos allied avenue, city hall and plaza da liberdade.",nothing
portugal,comfort twin room,family,2,2022,11,8.0,very good,"restaurant, hotel",breakfast
portugal,comfort twin room,family,1,2022,12,9.0,good stay.,"it is my hotel preferably whenever i move to porto, through the location. friendliness of the staff, the comfort of the bedrooms, the excellent breakfast.",to date i do not have to point out relevant facts.
spain,comfort single room,solo traveller,1,2022,12,9.0,"gastronomy, elegance and comfort in porto.","the room was spacious and very comfortable, just like the bathroom. the bed was bigger than usual for an individual room. but the best: the views from the room and from the restaurant of the 18th floor. also very highlight: the kindness of all the staff. the restaurant, in addition to the professionalism and kindness of people, has a really good kitchen.",nothing.
spain,comfort double room,group,3,2022,12,8.0,very good,the views from the last floor,a little small room
spain,plus comfort suite,family,3,2022,12,9.0,superb,its location and facilities. the great comfort suite room.,not being able to park when doing check in in front of hotel. you have to go directly to the parking lot in front. and one of the days cleaning left a little to be desired.
portugal,comfort king double room with romantic package,couple,2,2022,11,10.0,phenomenal,"extremely friendly employees!  that breakfast lady was a spectacle, failed with nothing for our well -being! thank you very much! hotel de election on a next trip to the city of porto",no review
spain,comfort family room plus,family,3,2022,12,10.0,advisable,situation and cleaning,plugs in room are missing
spain,comfort double room,couple,3,2022,12,10.0,quiet and pleasant,its location and views from the 17th floor,no review
spain,comfort double room,family,2,2022,12,8.0,good hotel one step away from the center,quiet hotel 5 min walking the center of porto. very complete breakfast. wide and clean rooms.,the beds in general seemed to everyone uncomfortable. very hard mattress and quite uncomfortable pillows.
italy,plus comfort suite,family,3,2022,12,8.0,on the roof of porto,excellent breakfast and the room on the tenth floor overlooking the city,the carpet in the room
spain,comfort king room,couple,2,2022,12,8.0,very good,the beds are very good. improved cojins,no review
france,comfort king room,couple,1,2022,12,9.0,removing the parking all very well,large room comfortable bathroom guay. breakfast very well,parking is not within the price
poland,comfort double room,couple,3,2022,12,9.0,"a wonderful, romantic weekend","great location! very friendly service, good breakfasts. neatly furnished interiors. i highly recommend it!",the noise outside the window
portugal,comfort king room,family,2,2022,11,8.0,very good,staff excellent phenomenal view of our room,there should be a different price for the hotel guests in the restaurant and at the bar
austria,comfort double room,solo traveller,2,2022,11,9.0,superb,"the room was very comfortable and beautifully designed. the bathroom was really nice with a huge shower. the location of the hotel is very central, a parking garage (for a fee) is visible.","i didn't like the pink carpet in the hotel, otherwise everything was great."
belgium,comfort double room,couple,2,2022,11,8.0,great stay!,"very good situation, close to the metro and the center. friendship of staff. excellent value for money. panoramic bar.",no change in the toilet linen when requested. the upper shower did not work.
italy,comfort double room,family,2,2022,11,9.0,excellent choice for a visit to ricorto.,"excellent hotel, clean and quiet rooms, excellent breakfast varies with sweet and salty. excellent location, subway near direct line to the airport.",nothing.
germany,comfort king double room with romantic package,couple,3,2022,11,8.0,would stay there again but take breakfast in a small bistro/coffee in the zetrum!,"very clean, very nice reception employee, top out of the bar and restaurant (certainly the high light of the house) to reach the bus and subway very quickly and approx. 25 slow minute walk to the center","breakfast clearly. although almost everything is fine, but i expected more from a 4 -star house. but the coffee doesn't work at all !!!"
brazil,comfort double room,couple,4,2022,11,8.0,very good,quarto,breakfast employees
luxembourg,plus comfort suite,family,4,2022,11,10.0,super,"hello, frankly yes very pleasant, clean and the service very good and kind. and the 6 -star restaurant",all summer well
portugal,comfort double room,couple,2,2022,11,10.0,recommend,"very welcoming space, with excellent quality, sympathy on the part of the employees. the excellent breakfast, went to know porto and got a fantastic impression of your services. i recommend 100% thank you very much ics",no review
france,comfort twin room,group,1,2022,11,9.0,superb hotel,very welcome  well -located,everything is very good
germany,comfort king room,family,5,2022,11,10.0,exceptional,great hotel. location optimal. everything can be easily reached on foot. personnel is very friendly and helpful. restaurant and bar are great but very price -intensive. but once you should afford that. the view is awesome. breakfast was great. for everyone. gladly again.,no review
finland,comfort single room,solo traveller,2,2022,11,9.0,short city break.,the location was excellent. short walk to all key destinations and shopping area. the staff was extremely friendly and service.,"the hotel's own restaurant is quite expensive compared to other restaurants in the area. on the other hand, the restaurant has great views of the city."
italy,comfort double room,family,3,2022,11,10.0,exceptional,all position cleaning availability,no review
germany,comfort double room,couple,3,2022,11,8.0,would book again in this hotel but take breakfast in a stoss cafe,nice hotel with an outstanding view from the bar/restaurant on the roof very nice employee at the reception the breakfast was good and sufficient but i expected a little more from a 4 star hotel,the coffee from breakfast is not possible !!!! it wasn't just bad that was horrible
netherlands,comfort single room,solo traveller,2,2022,11,10.0,exceptional,it was very neat and kind. the front staff was very fluent in english and the greenman was kind. it is a hotel for 4 stars. breakfast is also delicious!,error 500 (server error)!!1500.that's an error.there was an error. please try again later.that's all we know.
portugal,comfort king room,family,1,2022,11,9.0,superb,the spacious room and cleaning.,room service limited.
portugal,comfort king room,group,2,2022,11,9.0,porto beautiful city lively,all well -heated spacious rooms excellent restaurant.,breakfast a bit lacking for the level of the structure to be improved
switzerland,comfort king room,couple,2,2022,11,9.0,great hotel in a central location :),"very clean hotel with very comfortable beds, super delicious breakfast, close to the center and nice staff. we felt comfortable. the bar & the restaurant on the 17th floor is also cool.","3 small details: -we we booked a room with a king -size bed and had 2 single beds together! -persons of breakfast is nice, but they are hectic, always jump back and forth !! (especially the lady in a suit) -parklassklimklitte (parking garage next door) is very expensive (2.5 days = eur 74)"
unknown,plus comfort suite,couple,4,2022,11,10.0,exceptional,"attitude, cleaning, service, help, rule",nothing loved everything in the center of porto near everywhere we were on foot was clean and pleasant and also a really rich breakfast
france,comfort family room,group,1,2022,11,10.0,very pleasant stay and hotel consistent with the description.,"cleanliness, comfort, quality",nothing
brazil,comfort king room,group,6,2022,11,8.0,very good,great room and excellent location,no review
portugal,comfort twin room,family,1,2022,11,10.0,"hotel very well located, with a panoramic bar with an incredible view of the city of porto","we loved the location, which allows you to explore the city on foot very easily, the comfort and decoration of the room, breakfast and bar 17, which has an incredible view of the city of porto.",no review
spain,comfort king room,group,2,2022,10,8.0,very friendly staff and good breakfast,comfort location,i would have preferred garage place in the hotel building
united kingdom,comfort king room,couple,2,2022,11,10.0,perfect for us.,"i loved breakfast, very complete, and that the hotel is near the center, 15-20min walking. highly recommended .. and of course we will return.",nothing.
spain,comfort king room,couple,2,2022,11,10.0,exceptional,"room, excellent views of the city. very friendly staff.",buffet variety breakfast
portugal,comfort king room,couple,3,2022,11,9.0,superb,"fantastic breakfast.  huge and very comfortable bed. excellent nursing. wc with very hot water, good ph and pressure. good quality of wc utensils, shampoo/softener/cream/soap/cap, etc. very pleasant luminosity. courtesy: 4 delta coffee capsules and 4 teas.  extremely well -aspired tar.  we had a very good stay that exceeded our expectation.",no review
spain,comfort king room,family,3,2022,11,8.0,very good,"comfortable hotel located 5 min from the subway and 15 min from the center, large room and very clean facilities",the repetitive and not very varied breakfast buffet. every day was full of guests
italy,comfort family room,family,3,2022,11,9.0,superb,camera,no review
spain,comfort single room,solo traveller,1,2022,10,9.0,"great stay. if i return to porto, the safest thing repeats",i loved the hotel in general. good location and facilities.,no review
italy,comfort double room,couple,1,2022,10,9.0,optimal,"excellent hotel for everyone. it has all the services that i can be useful. central and comfortable location for restaurants, services and visits city center.",no review
portugal,comfort double room,solo traveller,2,2022,10,8.0,perfect for the goal,location,no review
chile,comfort family room plus,group,2,2022,10,10.0,exceptional,the location to have a piece with three beds,"that he had carpet, looks unclear. there was a bit of moisture smell"
switzerland,comfort double room,group,2,2022,9,9.0,everything war tip top,"the rooms, breakfast and the bar were great","the check-in was cumbersome, we had to wait a long time"
spain,comfort double room,family,5,2022,8,9.0,cozy hotel in a beautiful city,the room was spacious and comfortable. everything was very clean. the very attentive staff. very good location. an excellent bar on the last floor. excellent views of the city.,nothing
france,comfort double room,couple,2,2022,10,9.0,rather well located and comfortable room,very comfortable bed. bar and restaurant at the 17th floor with beautiful view of the city,"too bad the 2 days we were there, the breakfast was noisy because there was a group that took the bus a little later."
brazil,comfort double room,couple,2,2022,10,10.0,it was worth every paid cebtavian.,parking lot in front of the hotel.,i liked everything
brazil,plus comfort suite,family,4,2022,10,8.0,"good location, pleasant room.",spacious,no review
brazil,plus comfort suite,family,1,2022,9,9.0,"comfortable room, very good breakfast.","i liked the room a very good size, because the accommodation for 3 people was not bed next to it was another environment with sofa bed and with a fully independent door and a balcony.","i arrived at night at the accommodation and had passed my card without me reaching the establishment. i complained he chose to reversal but not to have any inconvenience i left the way it was, but complained."
netherlands,comfort twin room,couple,5,2022,10,9.0,very comfortable hotel with panoramic view.,"very comfortable, large rooms with a seat in the room and a balcony. the restaurant on the 18th floor is of a very good level. also nice that there is an outdoor terrace with a great overview of porto at both the restaurant and the bar on the 17th floor.","comfortable, beautiful bathroom with a bath with shower section/rain shower. for older people, only a shower is more comfortable, but is also a suggestion and not as a negative point. hotel is not beautiful on the outside but on the inside! very satisfied."
france,comfort twin room,group,7,2022,9,10.0,"very good stay, both on the quality of the hotel and the city of porto","everything was perfect, excellent value for money",no review
peru,comfort single room,group,1,2022,10,9.0,highly recommended,"good location, friendly staff, modern facilities",does nothing happen
spain,comfort twin room,family,3,2022,10,10.0,exceptional,"cleaning, wide rooms, spectacular terrace","the bathtub was very high and although i am agile, it cost me a lot to enter and leave, they should think of. shower"
sweden,comfort single room,group,5,2022,10,9.0,very good hotel in quiet area with just a few minutes walk to the center.,very nice and helpful staff. good breakfast. restaurant including skybar on the 17th floor with great views of the city!,setting surface in the bathroom for necessity and the like. missing a comfortable chair or small armchair in the room.
sweden,comfort single room,group,5,2022,10,8.0,very good,excellent breakfast. generous opening hours,no review
italy,comfort family room plus,family,3,2022,10,8.0,very good,no review,"unfortunately the breakfast was the painful note ... both for the quality of the food, which was rather scarce, especially the desserts, both for the excessively noisy environment, and for the restive number of the dishes made available to guests. all partially compensated by the courtesy of the staff."
peru,comfort single room,solo traveller,1,2022,10,8.0,very good,the dining room,uncecated room and lobby
norway,plus comfort suite,group,3,2022,10,8.0,"traveling more than happy to return to dom henrique downtown, porto","location could have been better, there was a bit of tracing on the slopes, but suite in the 11th floor with balcony and panoramic views of the old town and the sea weighed up well for it. the breakfast was impeccable, good selection of both cold and hot including scrambled eggs and bacon. a visit to the top terrace is required. did not ate, but there was nothing to complain about the drinks. the cleaning tip top, and all the employees we support were gentle and helpful - just as it should be. all in all - good value for money in my book.",no review
spain,double room - disability access,couple,3,2022,10,9.0,great,"above all, the excellent staff of the establishment",i think breakfast could be improved: to be more varied
poland,comfort king room,family,4,2022,9,8.0,very good,"a convenient hotel with an interesting restaurant with a ""balcony"". comfortable rooms, a large comfortable bed. a big plus is the garage located right next to it. possibility to buy a subscription for three days (favorable price). a good point to explore porto.",no review
spain,comfort suite,family,2,2022,8,8.0,very good location and comfort,"breakfast is great, varied and of very good quality. we traveled three adults and reserved a suite that was like two very spacious and independent rooms, with space of being. the very friendly reception staff told us a paralysis to the car right next to the hotel, by 21 eu for two nights. from the room we could see the car. it has a spectacular terrace with oporto views.",nothing
